Week,Ad name,Campaign name,Creative Type,Campaign,Amount spent (INR),"CPM (cost per 1,000 impressions) (INR)",QPs,CPQ,Cost per results,Purchases,Purchase ROAS (return on ad spend),RPL,Hook Rate,Hold Rate,Impressions,Frequency,Link clicks,CPC (cost per link click) (INR),CTR (link click-through rate),App Installs
11/24/2025,Parent Carousels,Multi CTP Parents Aug 2025,Carousel,Parent,39613.41,62.01766,28,1414.765,2829.529,11,0.263951,373.4286,0.083611,0.145789,638744,2.476155,15363,2.578494,2.405189,357
2/2/2026,Prospect 04 Static,Test-Female Open Multi CTP Oct 2025,Static,Female,39317.38,33.77799,74,531.3159,2457.336,10,0.084187,44.72973,0,,1163994,2.278892,10703,3.673492,0.919506,129
11/3/2025,Neena 20s Dinning Table,Multi CTP Parents Aug 2025,Video,Parent,39302.13,71.55196,30,1310.071,3572.921,14,1.058314,1386.467,0.293431,0.188955,549281,1.711897,5018,7.83223,0.913558,132
12/8/2025,Anupriya,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,39228.23,85.02996,395,99.31197,726.4487,20,0.15731,15.62278,0.140671,0.20768,461346,1.986411,3101,12.65019,0.672164,848
10/27/2025,Wedding B Roll,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,39039.48,32.3957,151,258.5396,952.1824,41,0.37334,96.52318,0.067512,0.20163,1205082,1.646838,2509,15.55978,0.208202,517
1/19/2026,Juhi 12s_FreeChat,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,39022.03,81.41361,371,105.1807,750.4237,52,0.636425,66.93962,0.086786,0.308027,479306,2.171065,1993,19.57954,0.41581,1005
2/23/2026,Success_Story_Puja_Varun,Test-Prospects F Bid Multiplier Sept 25,Carousel,Prosp,38912.8,181.3846,138,281.9768,1556.512,25,0.361758,102.0072,0.283864,0.378715,214532,1.562392,4157,9.360789,1.937706,345
10/20/2025,Muskan,Female Open QP Aug 2025,Video,Female,38686.64,53.25892,88,439.6209,439.6209,6,0.03624,15.93182,0.222429,0.424986,726388,1.633809,9000,4.298516,1.239007,494
12/8/2025,Handshake Static,Test-Prospects F Bid Multiplier Sept 25,Static,Prosp,38622.12,38.53365,168,229.8936,898.1888,46,0.584095,134.2798,8.98E-06,0.333333,1002296,2.010112,6443,5.994431,0.642824,472
11/10/2025,Mandeep_P2CFather_90NewMatches_20s,Multi CTP Parents Aug 2025,Video,Parent,38457.85,91.266,42,915.6631,7691.57,10,0.435074,398.381,0.290425,0.073754,421382,1.893639,1257,30.59495,0.298304,178
2/16/2026,Anupriya,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,38160.29,162.0601,333,114.5955,748.241,51,0.313022,35.87087,0.07539,0.214962,235470,2.08713,1181,32.31185,0.50155,800
10/27/2025,Akshita Yamen-ST,Test-Prospects F Bid Multiplier Sept 25,Static,Prosp,38037.73,83.08537,165,230.5317,717.693,54,0.801204,184.703,0.008925,0.117964,457815,1.937546,3561,10.68176,0.777825,461
10/20/2025,Handshake Static,Female Open QP Aug 2025,Static,Female,38012.03,21.95134,117,324.8891,324.8891,5,0.022204,7.213675,8.66E-05,0.286667,1731650,1.887285,8161,4.657766,0.471285,308
11/17/2025,Neena 20s Dinning Table,Multi CTP Parents Aug 2025,Video,Parent,37753.62,79.64546,30,1258.454,7550.724,12,0.977451,1230.077,0.320089,0.167021,474021,1.595923,4379,8.621516,0.923799,116
10/27/2025,Radhika,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,37572.46,53.82165,193,194.676,799.414,47,0.371948,72.40933,0.108075,0.158948,698092,1.501083,2619,14.34611,0.375165,569
10/27/2025,Prospect 02 Static,Test-Prospects F Bid Multiplier Sept 25,Static,Prosp,37444.63,60.41025,275,136.1623,960.1187,39,0.493368,67.17818,0,,619839,2.014269,7045,5.315065,1.136585,327
10/6/2025,Prachi Free Chat,Female Open QP Aug 2025,Video,Female,37431.67,84.10572,100,374.3167,374.3167,2,0.009938,3.72,0.229958,0.488402,445055,1.787556,6584,5.685248,1.479368,330
12/29/2025,Neena 10s Dinning Table,Test-Female Open Multi CTP Oct 2025,Video,Female,37427.49,75.3898,69,542.4274,18713.75,4,0.029738,16.13043,0.149577,0.285491,496453,1.997992,6374,5.8719,1.283908,244
1/5/2026,Parent 01_2 Static,Multi CTP Parents Aug 2025,Static,Parent,37346.96,47.87943,48,778.0617,3734.696,16,0.857339,667.0625,0,,780021,2.599282,22655,1.648509,2.904409,302
2/2/2026,Shalini_FreeChat_ShaadiReady_27s,Multi CTP Parents Aug 2025,Video,Parent,37219.28,42.53661,31,1200.622,3101.607,4,0.159245,191.1935,0.392659,0.245251,874994,1.42841,12345,3.014928,1.410867,310
3/9/2026,"Prachee 20s_Checklist, Choosy+ Free Chat Compatibility",Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,37212.53,88.5277,19,1958.554,,,,0,0.142182,0.354784,420349,1.654507,3322,11.20185,0.790296,83
11/10/2025,Neena 20s Living Room,Female Open QP Aug 2025,Video,Female,37206.5,48.66419,125,297.652,297.652,,,0,0.143185,0.279676,764556,1.714636,1960,18.98291,0.256358,380
12/29/2025,AnjuNanda_Listicle_34s,Multi CTP Parents Aug 2025,Video,Parent,36982.02,63.53066,44,840.5005,3081.835,13,0.359932,302.5227,0.518171,0.551221,582113,2.326907,33524,1.103151,5.759019,198
12/29/2025,Anupriya,Test-Female Open Multi CTP Oct 2025,Video,Female,36979.92,87.40335,86,429.9991,9244.98,2,0.020633,8.872093,0.102537,0.251204,423095,2.331474,3426,10.79391,0.809747,275
3/2/2026,Neena 20s Living Room,Test-Female Open Multi CTP Oct 2025,Video,Female,36978.14,91.48386,41,901.9059,9244.535,7,0.058629,52.87805,0.138386,0.268861,404204,1.67739,1099,33.64708,0.271892,99
12/8/2025,Neena 20s Dinning Table,Multi CTP Parents Aug 2025,Video,Parent,36975.49,65.35763,16,2310.968,6162.582,,,0,0.298898,0.169297,565741,1.658184,6161,6.00154,1.089014,179
10/13/2025,Muskan,Female Open QP Aug 2025,Video,Female,36875.93,63.37443,97,380.1642,380.1642,4,0.076391,29.04124,0.225331,0.414807,581874,1.645674,6936,5.316599,1.192011,425
3/2/2026,Parent 01_2 Static,Multi CTP Parents Aug 2025,Static,Parent,36839.68,53.81512,42,877.1352,2455.979,28,0.782906,686.7143,0,,684560,2.076854,18305,2.012547,2.67398,202
3/2/2026,Anupriya,Delhi NCR Prospect Feb 26,Video,Delhi,36747.32,161.9552,137,268.2286,1312.404,28,0.194164,52.08029,0.090428,0.242421,226898,1.740029,1013,36.27574,0.446456,485
2/9/2026,Anupriya,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,36740.32,167.2767,305,120.4601,781.7089,47,0.689705,83.08197,0.080036,0.222481,219638,1.874956,1236,29.72518,0.562744,730
10/6/2025,Prospect 02 Static,Test-Prospects F Bid Multiplier Sept 25,Static,Prosp,36692.48,62.62477,111,330.5629,917.312,43,0.559651,185,0,,585910,2.009487,5769,6.360284,0.984622,270
12/1/2025,Neena 10s Dinning Table,Test-Female Open Multi CTP Oct 2025,Video,Female,36644.37,53.57348,86,426.0973,5234.91,2,0.020822,8.872093,0.073978,0.266378,684002,2.046513,2233,16.41038,0.326461,249
11/17/2025,Prachi Free Chat,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,36498.3,174.7225,281,129.8872,1586.883,23,0.225463,29.2847,0.305362,0.558397,208893,1.68995,2840,12.85151,1.359548,647
10/13/2025,Wedding B Roll,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,36397.21,31.11264,141,258.1362,1654.419,22,0.267383,69.02128,0.06227,0.19077,1169853,1.73069,2492,14.60562,0.213018,369
10/27/2025,Srilekha,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,36325.65,83.63433,70,518.9379,1171.795,31,0.425347,220.7286,0.113121,0.210714,434339,1.612551,1831,19.83924,0.42156,182
2/23/2026,Mani_Free Chat_24s,Prospects Bangalore Jan 26,Video,Bangalore,36290.85,244.22,39,930.5346,4536.356,11,0.121188,112.7692,0.283447,0.46707,148599,2.113183,2411,15.0522,1.622487,184
1/19/2026,Radhika,Test-Female Open Multi CTP Oct 2025,Video,Female,36204.84,100.9487,37,978.5092,4525.605,2,0.006933,6.783784,0.157729,0.289611,358646,1.43934,2200,16.45675,0.613418,76
1/12/2026,Anupriya,Prospects Bangalore Jan 26,Video,Bangalore,36126.84,180.2844,57,633.8042,3612.684,4,0.040773,25.84211,0.125382,0.213771,200388,2.381262,1001,36.09075,0.499531,208
11/24/2025,Parent 02 Static,Multi CTP Parents Aug 2025,Static,Parent,36089.15,43.27532,39,925.3628,4009.906,20,0.913488,845.3077,0,,833943,2.070473,18613,1.938922,2.231927,203
12/1/2025,Parent 02 Static,Multi CTP Parents Aug 2025,Static,Parent,36086.67,35.09114,44,820.1516,3007.223,15,0.589442,483.4318,0,,1028370,2.163974,18490,1.951686,1.797991,294
2/2/2026,Film Arte 23,Multi CTP Parents Aug 2025,Video,Parent,36037.46,61.17646,29,1242.671,6006.243,4,0.087215,108.3793,0.34341,0.216749,589074,1.441082,8578,4.201149,1.456184,213
12/1/2025,Parent Carousels,Multi CTP Parents Aug 2025,Carousel,Parent,36032.2,60.96087,20,1801.61,6005.367,4,0.298844,538.4,0.09689,0.12443,591071,2.28503,14281,2.523087,2.416123,433
12/22/2025,Anupriya,Test-Female Open Multi CTP Oct 2025,Video,Female,35997.55,98.03468,79,455.6652,11999.18,,,0,0.178561,0.251258,367192,2.360422,6492,5.544909,1.768012,264
11/17/2025,Handshake Static,Test-Prospects F Bid Multiplier Sept 25,Static,Prosp,35793.94,47.53499,160,223.7121,852.2367,43,0.61625,137.8625,6.91E-05,0.5,753002,1.900915,5814,6.156508,0.77211,456
3/9/2026,Handshake Static,Test-Female Open Multi CTP Oct 2025,Static,Female,35720.25,39.20301,113,316.1084,3247.295,13,0.142048,44.90265,2.20E-06,0,911161,1.86007,10857,3.290066,1.191557,200
2/9/2026,Radhika,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,35098.56,70.8608,107,328.0239,1210.295,29,0.219354,71.95327,0.110733,0.14243,495317,1.626689,2143,16.37824,0.432652,277
1/12/2026,Parent 01_2 Static,Multi CTP Parents Aug 2025,Static,Parent,35092.57,49.25439,44,797.5584,8773.143,12,0.317332,253.0909,0,,712476,2.55376,19070,1.840198,2.676581,250
1/19/2026,Mani_Free Chat_24s,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,35079.47,160.98,336,104.4032,584.6578,60,0.5475,57.16071,0.318509,0.489821,217912,1.885672,5533,6.340045,2.539098,705
11/17/2025,Wedding B Roll,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,34996.56,31.53721,164,213.3937,999.9017,35,0.296486,63.26829,0.056148,0.190845,1109691,1.667773,2056,17.02167,0.185277,471
2/2/2026,Nishi 16s_Free Chat,Multi CTP Parents Aug 2025,Video,Parent,34875.82,55.33508,28,1245.565,11625.27,4,0.281915,351.1429,0.200707,0.188247,630266,1.865123,7115,4.901732,1.128888,161
10/20/2025,Prospect 02 Static,Test-Prospects F Bid Multiplier Sept 25,Static,Prosp,34742.03,67.498,312,111.3527,126.3347,277,1.176831,131.0433,0,,514712,2.141974,6808,5.103118,1.322681,294
2/16/2026,Mani_Free Chat_24s,Prospects Bangalore Jan 26,Video,Bangalore,34741.4,215.9863,31,1120.69,1654.352,12,0.111855,125.3548,0.276251,0.461686,160850,2.13703,2337,14.86581,1.452906,170
3/9/2026,Success_Story_Ayushee_Saurabh,Test-Female Open Multi CTP Oct 2025,Carousel,Female,34681.54,68.90801,32,1083.798,4335.193,4,0.044433,48.15625,0.166071,0.276967,503302,1.822686,4485,7.732785,0.891115,66
12/1/2025,Neena 20s Dinning Table,Multi CTP Parents Aug 2025,Video,Parent,34600.06,67.02373,20,1730.003,5766.677,6,0.070838,122.55,0.26582,0.163387,516236,1.670375,5062,6.835255,0.980559,152
2/16/2026,Prospect 02 Static,Test-Prospects F Bid Multiplier Sept 25,Static,Prosp,34549.73,79.73573,138,250.3604,1016.169,35,0.587877,147.1812,0,,433303,2.070595,11306,3.055876,2.60926,290
2/2/2026,Jyoti 20s_Free Chat_20s,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,34351.33,112.3918,269,127.7001,505.1666,68,0.605886,77.37175,0.142891,0.446569,305639,2.25464,2111,16.27254,0.690684,639
11/3/2025,Handshake Static,Test-Female Open Multi CTP Oct 2025,Static,Female,34303.36,34.22092,57,601.8133,2143.96,9,0.084627,50.92982,0.000893,0.283799,1002409,2.625585,5955,5.76043,0.594069,150
1/12/2026,Anupriya,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,34211.77,109.7488,411,83.24032,814.566,42,0.393227,32.73236,0.076339,0.23276,311728,1.805151,1592,21.48981,0.510702,949
1/5/2026,Shalini Anirudh,Test-Female Open Multi CTP Oct 2025,Video,Female,33989.07,47.44989,87,390.679,8497.268,6,0.046397,18.12644,0.10322,0.153493,716315,1.837992,3523,9.647763,0.491823,161
2/23/2026,Prospect 02 Static,Test-Prospects F Bid Multiplier Sept 25,Static,Prosp,33951.87,64.88069,90,377.243,1358.075,25,0.935766,353.0111,0,,523297,2.098476,11962,2.83831,2.285891,270
1/5/2026,Neena 10s Dinning Table,Multi CTP Parents Aug 2025,Video,Parent,33927.21,108.1111,30,1130.907,4846.744,8,0.150292,169.9667,0.193647,0.315369,313818,1.763369,1978,17.15228,0.630302,205
12/22/2025,Handshake Static,Test-Prospects F Bid Multiplier Sept 25,Static,Prosp,33894.64,42.00735,132,256.7776,1255.357,27,0.635381,163.1515,2.48E-06,0.5,806874,2.170977,6035,5.616345,0.747948,467
3/2/2026,Preeti_Dog_Lover,Test-Female Open Multi CTP Oct 2025,Video,Female,33736.75,49.93532,48,702.849,6747.35,4,0.025106,17.64583,0.098464,0.482149,675609,1.831986,4634,7.280265,0.6859,96
10/13/2025,Radhika,Female Open QP Aug 2025,Video,Female,33457.65,33.94844,77,434.5149,434.5149,4,0.017335,7.532468,0.1089,0.167313,985543,1.626649,3166,10.5678,0.321244,329
2/2/2026,Anupriya,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,33378.59,142.6106,273,122.2659,725.6215,46,0.510777,62.45055,0.082041,0.23159,234054,1.89774,1188,28.09646,0.507575,638
10/6/2025,Nidhi 06 â€“ Copy,Female Open QP Aug 2025,Video,Female,33257.48,32.80254,75,443.4331,443.4331,2,0.022281,9.88,0.144711,0.143459,1013869,1.719637,2986,11.1378,0.294515,128
10/20/2025,Neena 20s Dinning Table,Multi CTP Parents Aug 2025,Video,Parent,33251.44,99.02333,40,831.286,3325.144,9,0.233073,193.75,0.393265,0.212917,335794,1.865491,2373,14.01241,0.706683,115
11/10/2025,Parent 01_2 Static,Multi CTP Parents Aug 2025,Static,Parent,33135.67,43.52271,48,690.3265,2548.898,4,0.151951,104.8958,0,,761342,2.166294,14732,2.249231,1.935004,180
1/19/2026,Neena 20s AI powered_ Bedroom,Test-Female Open Multi CTP Oct 2025,Video,Female,33100.12,90.43106,42,788.0981,4728.589,4,0.028942,22.80952,0.112279,0.252865,366026,1.731438,1915,17.28466,0.523187,80
10/6/2025,Jayati,Multi CTP Parents Aug 2025,Video,Parent,32945.41,61.47312,25,1317.816,3660.601,2,0.034754,45.8,0.210775,0.467046,535932,1.764391,6179,5.331835,1.152945,144
12/15/2025,Handshake Static,Test-Prospects F Bid Multiplier Sept 25,Static,Prosp,32856.24,39.95277,150,219.0416,1132.974,29,0.244702,53.6,3.65E-06,1,822377,2.027982,5573,5.895611,0.67767,397
1/5/2026,Anupriya,Prospects High Income Nov-25,Video,Prosp,32700.3,84.86002,142,230.2838,,23,0.207399,47.76056,0.106196,0.213846,385344,1.687936,2372,13.78596,0.615554,984
10/20/2025,Shalini Anirudh,Female Open QP Aug 2025,Video,Female,32612.22,20.98825,108,301.965,301.965,5,0.030265,9.138889,0.071519,0.156891,1553832,1.755437,5684,5.737548,0.365805,324
10/13/2025,Shalini Anirudh,Female Open QP Aug 2025,Video,Female,32409.44,27.78125,100,324.0944,324.0944,6,0.049955,16.19,0.082113,0.160106,1166594,1.614053,4766,6.800134,0.40854,285
3/2/2026,Anupriya,Test-Female Open Multi CTP Oct 2025,Video,Female,32224.95,88.60701,33,976.5136,10741.65,2,0.013964,13.63636,0.097458,0.213294,363684,2.43508,1154,27.92457,0.317308,98
1/26/2026,Parent 02 Static,Multi CTP Parents Aug 2025,Static,Parent,32159.38,44.59303,40,803.9845,2679.948,8,0.298482,239.975,0,,721175,2.051724,28533,1.127094,3.95646,218
11/10/2025,Neena 20s Dinning Table,Multi CTP Parents Aug 2025,Video,Parent,32141.71,85.75765,17,1890.689,5356.952,1,0.012414,23.47059,0.315133,0.179958,374797,1.612176,4685,6.860557,1.25001,91
2/23/2026,Preeti_P2C_FreeChat_Fomo,Test-Female Open Multi CTP Oct 2025,Video,Female,32094.6,141.3722,27,1188.689,,2,0.027388,32.55556,0.217988,0.091052,227022,1.624731,389,82.5054,0.171349,79
1/5/2026,Anupriya,Prospects Bangalore Jan 26,Video,Bangalore,32032.86,173.5314,35,915.2246,2464.066,4,0.045828,41.94286,0.137307,0.208948,184594,2.548831,1111,28.83246,0.601861,206
1/5/2026,Neena 10s Dinning Table,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,32000.63,80.22943,257,124.5161,820.529,39,0.348556,43.40078,0.135013,0.363125,398864,1.730392,1928,16.59784,0.483373,745
1/26/2026,Jyoti 20s_Free Chat_20s,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,31900.22,90.53817,298,107.0477,996.8819,32,0.386988,41.42617,0.11737,0.4232,352340,2.259647,2199,14.50669,0.624113,732
10/27/2025,Shalini Anirudh,Female Open QP Aug 2025,Video,Female,31853.41,18.15074,119,267.6757,267.6757,,,0,0.072611,0.152361,1754937,1.673844,4497,7.083258,0.256249,393
10/20/2025,Radhika,Female Open QP Aug 2025,Video,Female,31831.77,30.50528,73,436.0516,436.0516,10,0.106058,46.24658,0.102354,0.164056,1043484,1.564932,3206,9.928812,0.30724,388
10/6/2025,Radhika,Female Open QP Aug 2025,Video,Female,31830.05,36.72955,88,361.7051,361.7051,,,0,0.113521,0.163492,866606,1.574062,2766,11.50761,0.319176,322
11/24/2025,Wedding B Roll,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,31750.19,34.76201,160,198.4387,1221.161,26,0.21666,42.99375,0.056807,0.185757,913359,1.750142,1866,17.01511,0.204301,437
1/19/2026,Jyoti 20s_Free Chat_20s,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,31741.5,89.13998,286,110.9843,622.3824,51,0.541688,60.11888,0.098485,0.35664,356086,2.419704,2067,15.35631,0.580478,759
12/8/2025,Parent 02 Static,Multi CTP Parents Aug 2025,Static,Parent,31688.75,39.47539,29,1092.716,4526.964,12,0.142953,156.2069,0,,802747,2.144124,18655,1.698673,2.323895,289
2/23/2026,Anupriya,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,31683.07,163.1256,240,132.0128,1022.035,31,0.267398,35.3,0.074589,0.223304,194225,1.936962,991,31.97081,0.510233,600
12/1/2025,Neena 20s Living Room,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,31660.7,100.4371,197,160.7142,1172.619,27,0.181645,29.19289,0.150545,0.299667,315229,1.59021,1179,26.85386,0.374014,411
11/3/2025,Aadya_CoupleListicle_26s,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,31628.78,81.77925,95,332.9345,1506.132,21,0.247939,82.54737,0.113143,0.115542,386758,1.732073,579,54.62656,0.149706,194
1/19/2026,Anupriya,Prospects Bangalore Jan 26,Video,Bangalore,31527.16,192.4195,37,852.0854,1970.448,10,0.416276,354.7027,0.116005,0.191929,163846,2.154111,763,41.32,0.465681,199
1/19/2026,Neena 20s Living Room,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,31502.62,119.0535,128,246.1142,954.6248,33,0.352479,86.75,0.161998,0.290277,264609,1.678043,1100,28.63875,0.415708,297
1/26/2026,Anupriya,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,31302.16,137.4143,333,94.00048,894.3474,35,0.322566,30.32132,0.085336,0.218787,227794,1.832128,1251,25.02171,0.54918,758
10/13/2025,Uday 20s,Multi CTP Parents Aug 2025,Video,Parent,31241.25,31.88826,22,1420.057,6248.25,,,0,0.132814,0.233686,979710,1.60669,6490,4.813752,0.662441,199
12/1/2025,Anupriya,Test-Female Open Multi CTP Oct 2025,Video,Female,31197.01,95.85866,62,503.1776,4456.716,6,0.061192,30.79032,0.138237,0.232412,325448,1.980201,3251,9.596127,0.998931,206
11/10/2025,Anupriya,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,31178.06,84.03722,204,152.8336,1299.086,24,0.244723,37.40196,0.079366,0.202513,371003,1.693158,1279,24.3769,0.344741,625
2/16/2026,Jyoti 20s_Free Chat_20s,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,31131.41,159.9929,252,123.5373,486.4283,64,0.521788,64.46032,0.176544,0.498603,194580,2.148488,1540,20.2152,0.791448,612
2/23/2026,Shalini_FreeChat_ShaadiReady_27s,Multi CTP Parents Aug 2025,Video,Parent,31095.49,89.09398,30,1036.516,2073.033,11,0.499012,517.234,0.330039,0.190737,349019,1.331422,3896,7.981389,1.116272,154
1/19/2026,Film Arte 23,Multi CTP Parents Aug 2025,Video,Parent,31079.94,64.53945,27,1151.109,6215.988,7,0.091635,105.4815,0.350839,0.263607,481565,1.467743,7517,4.13462,1.560952,150
2/2/2026,Mani_Free Chat_24s,Prospects Bangalore Jan 26,Video,Bangalore,31051.57,219.6973,38,817.1466,2388.582,7,0.070946,57.97368,0.411121,0.50734,141338,2.220515,4456,6.968485,3.152726,147
2/2/2026,Parent 02 Static,Multi CTP Parents Aug 2025,Static,Parent,31021.5,41.34183,44,705.0341,2820.136,14,0.342279,241.3182,0,,750366,2.114017,23803,1.30326,3.172185,247
10/13/2025,Prospect 02 Static,Test-Prospects F Bid Multiplier Sept 25,Static,Prosp,31015.06,68.07176,117,265.086,646.1471,54,1.243557,329.6496,0,,455623,2.118763,6342,4.890423,1.39194,257
1/19/2026,Neena 10s Dinning Table,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,30993.54,72.32643,182,170.2942,2066.236,15,0.167003,28.43956,0.108554,0.308676,428523,1.712099,1788,17.3342,0.417247,513
1/26/2026,Film Arte 23,Multi CTP Parents Aug 2025,Video,Parent,30971.17,65.06699,30,1032.372,6194.234,6,0.084627,87.36667,0.342411,0.195363,475989,1.397292,5740,5.395674,1.20591,190
12/15/2025,Parent 01_2 Static,Multi CTP Parents Aug 2025,Static,Parent,30936.55,48.79936,72,429.6743,1237.462,13,0.293051,125.9167,0,,633954,2.061914,15094,2.049593,2.38093,238
2/9/2026,Jyoti 20s_Free Chat_20s,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,30921.7,145.6153,229,135.0293,1236.868,25,0.328507,44.35808,0.162499,0.464717,212352,2.075047,1618,19.11106,0.761942,616
1/26/2026,Shalini_FreeChat_ShaadiReady_27s,Multi CTP Parents Aug 2025,Video,Parent,30895.29,46.26158,35,882.7226,6179.058,2,0.029519,26.05714,0.450152,0.270456,667839,1.36061,10537,2.932076,1.577775,315
10/27/2025,Neena 20s Living Room,Test-Female Open Multi CTP Oct 2025,Video,Female,30875.71,67.659,64,482.433,1929.732,14,1.261542,608.6094,0.131831,0.315259,456343,2.015801,963,32.062,0.211025,107
2/23/2026,Data Led Carousel 2,Test-Female Open Multi CTP Oct 2025,Carousel,Female,30654.23,92.92652,29,1057.042,30654.23,4,0.022216,23.48276,0.007921,0.494068,329876,1.800211,1574,19.47537,0.477149,51
2/23/2026,Parent 01_2 Static,Multi CTP Parents Aug 2025,Static,Parent,30620.05,82.68203,53,577.7368,2187.146,15,0.356825,206.1509,0,,370335,2.156659,11439,2.676812,3.088825,146
2/9/2026,Prospect 04 Static,Test-Female Open Multi CTP Oct 2025,Static,Female,30589.92,49.34479,36,849.72,6117.984,3,0.017816,15.13889,0,,619922,2.358077,7499,4.0792,1.209668,108
2/23/2026,Jyoti 20s_Free Chat_20s,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,30570.07,157.1993,241,126.8468,587.886,52,0.438861,55.66805,0.180149,0.502184,194467,2.129069,1415,21.60429,0.72763,574
1/5/2026,Film Arte 23,Multi CTP Parents Aug 2025,Video,Parent,30568.54,74.95284,25,1222.742,6113.708,,,0,0.379865,0.310948,407837,1.555122,7271,4.204173,1.78282,164
11/10/2025,Radhika,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,30444.14,71.37247,119,255.8331,1268.506,24,0.291715,74.63025,0.119676,0.175168,426553,1.574037,2297,13.25387,0.538503,364
12/22/2025,Neena 20s Living Room,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,30286.1,114.534,208,145.6063,738.6854,41,0.593969,86.48558,0.166098,0.341044,264429,1.675563,1309,23.13682,0.495029,479
3/9/2026,Nishi 15s_Free Chat,Multi CTP Parents Aug 2025,Video,Parent,30285.42,55.72817,48,630.9463,2523.785,4,0.344126,217.125,0.168047,0.249198,543449,1.397461,2967,10.20742,0.545957,214
12/8/2025,Neena 20s Living Room,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,30165.43,107.2709,180,167.5857,1160.209,26,0.297791,49.90556,0.165867,0.310379,281208,1.558967,1252,24.09379,0.445222,429
1/12/2026,Anupriya,Test-Female Open Multi CTP Oct 2025,Video,Female,29961.59,101.1188,57,525.6419,14980.8,4,0.022762,11.96491,0.148106,0.199663,296301,1.989759,4801,6.240698,1.620312,141
11/3/2025,Neena 10s Dinning Table,Multi CTP Parents Aug 2025,Video,Parent,29919.1,71.98477,25,1196.764,4986.517,2,0.022728,27.2,0.160715,0.270996,415631,1.818206,3334,8.973935,0.802154,127
10/27/2025,Aadya_CoupleListicle_26s,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,29907.72,87.60034,122,245.1452,808.3168,37,1.246568,305.5902,0.123704,0.117914,341411,1.657222,605,49.43425,0.177206,246
10/6/2025,Parent 01_2 Static,Multi CTP Parents Aug 2025,Static,Parent,29847.75,39.56095,40,746.1938,2713.432,10,0.231827,172.9875,0,,754475,2.198777,7391,4.038391,0.979622,182
10/13/2025,Handshake Static,Female Open QP Aug 2025,Static,Female,29841.6,25.28474,100,298.416,298.416,7,1.098433,327.79,8.50E-07,0,1180222,1.707507,6141,4.859404,0.520326,223
1/19/2026,Parent 01_2 Static,Multi CTP Parents Aug 2025,Static,Parent,29833.3,60.72059,54,552.4685,2294.869,18,1.143441,631.7154,0,,491321,2.191011,17884,1.668156,3.639983,214
3/2/2026,Parent 02 Static,Multi CTP Parents Aug 2025,Static,Parent,29814.84,38.90398,49,608.4661,2484.57,19,0.587828,357.6735,0,,766370,2.249801,15313,1.947028,1.998121,221
11/10/2025,Neena 20s AI powered_ Bedroom,Test-Female Open Multi CTP Oct 2025,Video,Female,29792.32,70.86829,29,1027.321,29792.32,4,0.032223,33.10345,0.131254,0.325492,420390,1.829405,3839,7.760438,0.9132,67
10/20/2025,Pavit_90 New Matches_16s,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,29708.94,80.73828,116,256.1116,1061.034,28,0.418561,107.1983,0.281002,0.091297,367966,1.579091,1940,15.31389,0.527223,260
1/12/2026,Handshake Static,Test-Prospects F Bid Multiplier Sept 25,Static,Prosp,29645.07,33.58168,107,277.0567,1288.916,23,0.490503,135.8972,0,,882775,2.006763,6063,4.889505,0.686811,277
